Title,Category
전에 축리웹 짭저씨가 쓰레드에서 스윗한짓하다가,KIA
전싸갤 지금 짭 아기로 지령 떨어짐   ,KIA
전싸개들 엠팍에서 깝치다 타팀팬들한테 진압당하는게 코미디   ,KIA
제발 박찬호도 사랑해줘라  ,KIA
전싸갤 전매특허 얘 귀엽죠  ,KIA
근데 전싸개트페미 할빠에 짭줌마하는게 낫긴함   ,KIA
저거봐 불리하면 도영이잡고 저럴줄알았어 저래서 싫은거야,KIA
전타갤 트페미,KIA
짭맘   애정강요형 팬덤,KIA
도영이 걸고 넘어지는건 과학이네,KIA
난 전타갤런데 페미이재명동덕여대 지지한다  ,KIA
짭맘들 단톡방을 도영맘으로 몰고 가는건 너무 양심이 없네,KIA
  계약 방식 바뀐거 씹노잼임       ,KIA
조던 얼마까지 배팅할꺼 같냐  ,KIA
축리웹에서 슬슬 짭톡방 도영맘이 만든거라고 짭북공정들어가노,KIA
혹시 찬호 이 옷이 문제 아니냐 ,KIA
전싸갤이 단톡방이 필요없는이유   ,KIA
그래서 짭맘들아 여시랑 손잡고 트럭보내다 사기당해봤냐고,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
똥칰이 아무리병신이어도 조던준한테   억이상 지르겠냐  ,KIA
짭톡은 지들도 찔리니까 필사적으로 숨기고 그러는 거겠지,KIA
도파 똑똑하다,KIA
오늘의전싸갤 명언   짭 안잡으려고  등급 만들었다,KIA
내년 내후년에 돈지랄 할  급이라도 나오면 좋겠는데,KIA
나 짭맘임   싸갤년들아  ,KIA
빼앗긴 갸갤에 짭복절은 언제 오는가,KIA
조던 얼마전에 뭐 원클럽맨 하겠다했다며,KIA
짭맘은 잊지않고 주기적으로 패줘야됨,KIA
그래도 짬맘 정 으로 호소하는건 귀엽던데,KIA
내년 조상우 존나 기대되는데 시발 하루죙일 박찬호,KIA
조던맘  조던 새끼야 싸게 도장 찍어,KIA
역대 인기가요    라인업 여기서 몇년도가 제일 레전드냐 ,KIA
진심 여기서 찐따마냥 굴지말고 싸갤 짭맘 만나서 현피떠라,KIA
조던 타구속도 짭보다훨씬 낮은줄을 몰랐네,KIA
크보최초 애정강요형 팬덤,KIA
짭맘들은 언제까지 싸갤싸갤 하실건지,KIA
아니 근데 진짜  년 더 기다려야 됨 ,KIA
똥칰이 조던     억 지르면 보내야함,KIA
싸갤    무섭네 이거 진짜냐,KIA
  코시 기아 투수     순위,KIA
어쩌다 한번씩 들어오는데 왜 들어올때마다,KIA
전타가 진짜 불안하긴한듯,KIA
위즈덤 메디컬 썰은 또 뭐임 ,KIA
박찬호 남아야하는 이유,KIA
짭맘들 확실히 블안하긴 한듯,KIA
  코시 기아 타자     순위,KIA
짭맘들 아직도 전싸갤 울부짖는거 안쓰럽네,KIA
짭맘들 기아 남고 싶은건가,KIA
조던 공백은 조창진박정우 플래툰 돌려도 메꿔짐,KIA
골빈이 캠프감 김주차니 결혼식 사진에 기아놈들은 안보이네,KIA
전타는 항상 발작상태자나,KIA
최원준 타구스피드 보면  년   억도 많음,KIA
전타갤은 왜 유도영에 집착해,KIA
제일 집착하는 건 전싸갤 아니냐,KIA
짭이  돼바라 전싸갤년들아 하고 재계약 하면 어떻게 됨 ,KIA
홍창기     박찬호네,KIA
내년   는 프런트는 잡는다고 선수 의지가 중요,KIA
어차피 잡을꺼니까  등급 만든거네   ,KIA
짭찬이를 보면서 기아 코칭스텝들이 대단하게 보임,KIA
새삼 나방   억에 남아준 거 진짜 고맙네,KIA
그냥 아무리 떠들어 재껴봤자 결국 단장쪽에서 결정 나는거아니냐,KIA
살다살다 조던준을 나비한테 들이미는건 씨발      ,KIA
나대다가 야알못으로 쿠사리 먹었누,KIA
조던아 너도 나비처럼 디스카운트 해,KIA
전싸갤 야알못 병신들은 짭 안잡으려고  등급 만들었다고 하네,KIA
칩 전라도 광주는 비호감인데 갸형님은 호감이다 이거 정상이냐 ,KIA
최원준 미국 진출 확률 얼마나 됨   ,KIA
웃긴게 지들이 프런트여   나대지만 않았어도   ,KIA
조던은 칰이 또 미친 짓 하지 않는 이상 짭보단 쌀 거 같아서,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
짭이랑 던준이는 기아에 무조건 남겠습니다 이 한마디면 알아서 대우해줌,KIA
  중도층 필수시청  윤석열 수사에 대해  ,KIA
근데 원준이 메이저는 아니더라도 마이너는 갈거 같은데,KIA
루꼴라들 조던 보면 모르냐 그냥 나대지만 않으면,KIA
범두도 경민이 나가서 내야 빵꾸겠네,KIA
던준이 가치는 나비랑 비교하면됨,KIA
근데 최원준이 전상현보다 나이가 어린데 왜   빠르냐,KIA
역대     가요대전    라인업 여기서 몇년도가 제일 레전드냐 ,KIA
군기반장도 실적이있는새끼가 해야지 김태군이 하는게맞냐  ,KIA
서건창에  억줄바에 그냥 장현식  억얹어서 잡았지  ,KIA
짭은 잡을거같은게 지금 내야에 얼라밖에 없음,KIA
조던은 공격 수비 중 하나라도 업그레이드되어야 할 건데,KIA
기아 프런트 지금까지   때 행보보면 내년 대충 각 나오지,KIA
최원준은 잡을 거 같은게 외야에 지금 나이 든 놈 밖에 없음,KIA
조던 짭찬 얘기 그만하고 전상현  년   억이면 가능 ,KIA
롯데의박찬호,KIA
근데 베테랑중 변화가 있다고 했던거 같은데,KIA
조던 고평가라고 말하는게 맞냐 ,KIA
롯데의박찬호,KIA
다시보는 전성기 조상우 피칭,KIA
내년   리코는 패스하고 나머진 다 잡자,KIA
이번 신인 중에 얘네 둘,KIA
최원준 고평가는 강백호랑 똑같음,KIA
이거 짭평이냐,KIA
던준이 최대      본다,KIA
리코 이것들 담시즌 또 뭔지랄을 할까      ,KIA
갈거면 두산보다는 롯데 갔으면 좋겠는데,KIA
  시즌끝나고 안치홍 코시 개지랄쇼해서 얼마나 개욕쳐먹었는데,KIA
최원준 갸린이 출신은 꼭 잡아야됨,KIA
롯데의박찬호,KIA
최원준이 진짜 수상하게 고평가되는 놈이라니까,KIA
코시 얘기하니까 창진이가 진짜 코시에서 결정타 역할 해줬네,KIA
최원준 박해민보다 더 많이 받을려나,KIA
      서건창    안타기록 있는데 왜케후려침  ,KIA
서건창    안타 기록은 아직도 내세울만 하지 않음 ,KIA
홍원준 천재호소하는데 가짜재능인 거 이미 뽀록났지,KIA
프런트도,KIA
전싸갤 이갤 상주하는 목적이 인간들이  짭찬 싫어하길 바라는건데,KIA
최원준     년   억 딱임,KIA
이범호 코시에서는 돌처럼 안했음,KIA
위즈덤 내일 아침   시   분   ,KIA
서건창  년  억  옵션  보장  계약금   이면 딱아니냐,KIA
퉁 은퇴하면 성범이형 지타갈 텐데,KIA
평소에는 짭    내려치더니 경쟁 많다고 좋아하는거보니까,KIA
근데 이거 개새끼 맞지않음 ,KIA
원준이도 애매하긴 함,KIA
조던은 코시에서 잘 묻어간 듯,KIA
황대인  루수인데 통산  시즌       에    은 음수네 씨발,KIA
박재현 내년에  군기대하는거보다 김민수 올라오는게 빠를거다,KIA
피떡들만의 재능러 홍원준 현실,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
최원준현실 심우준보다 통산     낮음,KIA
짭맘들아 짭찬 현실적으로 경쟁 많이 붙어서 잡기 힘들다,KIA
중견수는 사실 기대하는게,KIA
황대인이 조던보다 입단 빠르지 않냐      언제임 ,KIA
솔직히 말해봐라 너네 찬호 타팀 이적하면 눈물 흘리지  ,KIA
조던맘 짭맘은 팩트네   ,KIA
단톡방에서 조던 까라고 갑자기 지령 내려왔나  ,KIA
슬슬 그분들 오시네,KIA
둘다 좆같지만 엄밀히 비교하면 짭보단 조던이 더역겨운새끼임,KIA
이번에 들어온 신인들 다 돌아이들이더라,KIA
찬호가 가야겠지 ,KIA
일단 도현이 유격 박고  군서 키워보는게 좋을듯,KIA
갑자기 조던맘으로 몰고 싶은게 너무 티가 나시는   ,KIA
짭 코시 이성적이었으면 은퇴때까지 조리돌림이다,KIA
짭찬  년 연속 수비상에 골글      조던 ,KIA
짭 뼈도 못추리게 까이니까 샤이조던맘 싹다튀어나왔네 씨발      ,KIA
사실 보통 내야가 많고 외야가 적으면 일부는 외야로 돌리는데,KIA
서건창은 대충  년   억에 후려치지 왜캐 오래걸림 ,KIA
김규성 박민 누가 더 낫냐,KIA
원준이는 뭐하나 잘하는게 없잖아,KIA
전싸갤 안타까운 점,KIA
싸우지말고 이거나 봐라,KIA
팩트 는 외야는 좆창났고 내야는 풀방이라는 거죠,KIA
박찬호가 기아     순위인 이유,KIA
박재현이  군올라오려면 김민수부터 재껴야되는데,KIA
 시즌 통산    따리 없어서 대체못하는팀이면 해체해야지    그게맞다,KIA
우승얘기는 조또없고 짭얘기만 가득하지만 다들 행복해하네,KIA
박재현은 내년  군에서 잘할지 못할지도 모르는데,KIA
조던애미들 근데 왜케 나댐 ,KIA
내년   는 아마 싫어도 짭찬이  순위 일거임,KIA
여러모로 짭이 나가주는게 팀도 좋고 짭도 좋음,KIA
붕개 퉁은 잡을거고 그 다음 누구 잡을라나,KIA
 구단의 경우 유격수 자리에 큰 변수가 생김 김근한기자 ,KIA
홍종표 중견행에 처한다,KIA
이씨발 조던맘은 왜케많은거냐    씨발 노재능새끼를,KIA
개새끼컨벤션센터    ,KIA
피떡갈비년 타갤러인척 홍원준 빠는게 전타갤스럽네,KIA
내년   중 앙현종 빼고 다 니간다고보면 되는건가  형우는 은퇴일거고  ,KIA
박재현 솔직히 김원섭 하위호환임,KIA
사실 최원준이랑 박찬호 둘다 잡는게 베스트긴함,KIA
조던나가면 박재현 박키해야지,KIA
박민은 솔직히 팔아먹어도  도 안아까움,KIA
피떡들 난쟁이랑 꼴동희보다 우르크 조금낮다고 자위하네,KIA
아니 개새끼컨벤션센터 가면 뭐 할게있음 ,KIA
갸갤 랜덤 짤,KIA
솔직히 최원준 잡을빠엔 짭찬 잡음,KIA
박정우랑 지명권으로 중견데려오자,KIA
중견 호령이 써야지,KIA
조던    박정우   인 건 다들 알고 그러냐,KIA
박민 이 생퀴는 성장세가 더디네,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
칰이 풀베팅하면 어쩔수없는거지,KIA
대투수 유니폼 아이앱 대비 사이즈 어떠냐,KIA
     홍원준이면 좆크보 상급 중견수다,KIA
광주 여행 조언좀 해주실분계심 ,KIA
너네 최원준안 잡으면 중견수 없지 않나     ,KIA
한화프런트랑 롯데프런트가 존나 착함,KIA
    년 야수 라이납,KIA
갸린이 출신 최원준은 봐라,KIA
칰 외야상황이 힘드냐   시즌 통산        따리한테 왜 꽂힌거임  ,KIA
딴건 모르겠고 박찬호처럼 자기 의사 대놓고 드러내는 선수 첨 봄,KIA
겆네 라인업,KIA
최원준은 남으면 좋겠는데,KIA
칰이 조던   억 박으면 무슨수로 막는데  ,KIA
던준이 칰이 노리는거라 못잡을거 같긴하다,KIA
지금 나혼산 보는데 의리 맵찔이   ,KIA
긍정 통중일덕분에 암흑기 상징과도같은 짭조듀오 동시에 치울수있음,KIA
돡이 차노한테 관심있대냐 ,KIA
올시즌 쥐랑 하이라이트보면 갸창기는 담장쪽으로 뛰어댕기기만하노   ,KIA
나성범 내년에 부활해주면 좋을것같다,KIA
팩트  류중일이 아겜 최원준 안 데리고 갔으면    고민할 일도 없었다,KIA
나도 피떡이지만 개원준 국대중견수는 역대급 웃음벨이네,KIA
위즈덤 재계약할정도로 잘하면 조던나갈시,KIA
쥐 야이 장애인새끼들아,KIA
짭찬 솔까 영입할팀 콱밖에없음,KIA
와 조상우 영입하면서 자연스럽게 짭찬  등급 만들어버리기      ,KIA
꼴  부럽다 니들,KIA
팩트는 엊데는 셀캡차서 짭찬 영입도 못한다는 거지,KIA
성문이도 내년 퐈냐 ,KIA
근데 왜 꼭 기아박찬호여야해  돈많이주면 어느팀이던 좋은거아니야 ,KIA
꼴 이게 최다 우승팀의 여유인거냐,KIA
중견수야 박정우로 대체한다고 치고 유격은  윤도현  박민  누가하냐,KIA
장현식이는 기아가 오퍼 제대로 안한 것 같음 ,KIA
셀캡시대에 피떡이 칰한테 돈싸움  절대 못이긴다   ,KIA
두산은 갓마워도 뭐 사줄게 없네,KIA
꼴데가 지르면 유돈노짭 인데 꼴런트 살아남을수 있냐,KIA
구단도알고있네 똥칰이  조던노리는거,KIA
내년에 똥칰이 홍원준 데려가고 짭찬   억 홍잔류 기원  ,KIA
최형우 성적과는 별개로  년은 더 남아줬으면 좋겠는데,KIA
꼴데 샐캡차서 못지르는거 구라임    최원태한테 총액더부르고 까임,KIA
찬호야  개 구단이야 어디에 가고싶어 ,KIA
다음 시즌 퐈로드 애들 많네,KIA
우덜 피떡들이 빨아준 개기영보다 짭찬이 네배는 잘벌듯,KIA
오지환만 없었어도 시발 해민맘 짭맘 퓨전 보고싶은데,KIA
시즌도  시작도 안했는데 내년퐈 관심있는 팀들  있다고 기사나온거 자체가,KIA
팩트는 우리만의 에이스 개의리 개해영은 군지라는 거임,KIA
콱찬호 확률이 제일높음    강백호놓치면 무조건임,KIA
짭조 둘다  인건 좀 많이 좆같네,KIA
호  두산 박찬호우  호  두산 박찬호우 ,KIA
관심 보이는 특정팀 어딜까,KIA
도영맘년들아 니들이 꺼져야지 개새끼들아,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
근데 나지완이 호구계약으로 남을줄 알았음 ,KIA
박찬호 타팀가면 갓맙다 존나게올텐데     감당가능하냐    ,KIA
   나오는 기사마다 꼭 잡지는 않겠다는,KIA
꼴데가 보상선수 맛있는데 셀캡터진다고 기사까지 낸거보면,KIA
개인적으론 꼴데에 가줬으면 좋겠음,KIA
호  두산 박찬호  호  두산 박찬호 ,KIA
신인들은 함평에 있고 이호민은 광주에서 재활하나 ,KIA
보니까 앙현종 잡고 끝날거 같다,KIA
찬호 이가격 정도면 남아도 됨   ,KIA
김두현 박성한 둘이 닮았는데 둘다 윤영철닮음,KIA
박찬호 치우면 그게 보상선수 이상의 가치인데,KIA
타 니네는 유격수그렇게없냐 왜 계속 박찬호가 주전임 ,KIA
내년 우승 한번만 더하고,KIA
돡꼴콱칰 중에 어디가 보상선수 맛있음 ,KIA
차노 이적하자마자 루케테 유료회원 가입할 갸붕이는 개추    ,KIA
내년에 돡   인 괜찮냐  올해 강효종같은 놈 먹으면,KIA
짭 개인적으로 꼴데 가면 좋겠음,KIA
어느 날 자정 전화벨이 울렸다 ,KIA
다른  개팀도 골짜기세대 싹다망했냐    시발     ,KIA
돡 유격자원 안재석밖에 없음 ,KIA
와 차노야 니한테 관심있다는 팀도 있나보네,KIA
직관가서  번 유니폼 입은 도영맘년 보이면,KIA
    여기는 싸게 남을거면 남고 오버페이는,KIA
짭찬 내년에 돡린이의 꿈 결국 이뤄지겠네   ,KIA
와    이정효 전북오퍼 왔는데 광주잔류     ,KIA
짭견 오열     ,KIA
박찬호 타팀이 관심있다는 소식    진짜 너무 기쁨   ,KIA
이 기준이면 메쟈갈 가능성이 높은 도영이를 유격수 시켜줘야지,KIA
포지션별 가중치 모르면 외워라,KIA
이미 구단은 방침 정해둔 거라고 봐야지,KIA
장현식은 쥐를 가줘서 다행 아니냐,KIA
조던 살안찌는 따거임,KIA
임기영 코시도 안본거는 레전드네      ,KIA
박찬호 장기계약     ,KIA
임기영 삼성 싸트썰     ,KIA
조던준은 뭐가 문제임   어째서 전혀 성장하지않은거냐   ,KIA
얘네는 국대가 퍼스널컬러가 아닌가봐,KIA
임기영 우승반지 한번더 끼려면 좀 빡센거아니냐  ,KIA
찬호한테 관심보이는 팀 어디냐 ,KIA
김두현이 확실히 유격수 체력 세이브할 수비력은 될것같긴함,KIA
근데  도영보단 중도영이 낫지 않냐 ,KIA
광주의 이정효 감독님 사랑해,KIA
뉴스기사로보면 리코도 서건창한테 질린거같은데     ,KIA
특정팀이 박찬호에게 관심을 보이고 있다는 소문이 벌써,KIA
장현식   때 죽어라 리코만 까는 새끼들 어이없었지,KIA
한준수는  군 타석 더 먹으면 우르크    도 칠 재능임,KIA
오래된 가아팬들이 가지고싶었던   ,KIA
김두현 너 맘에 든다 차기 유격수는 너다,KIA
한준수가    대형포수의 자질이 있다고 보는점,KIA
여기서 전까갤러들이 박찬호 존나게 까봐아     ,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
유승철 장원영 은근잘어울림,KIA
장현식이 웃긴건 나성범보고는 오라고해놓고 본인은 쌩깜       ,KIA
이정효 저러고 내년에 울산가면 개꿀잼각,KIA
한승택이 사실 개아포수의 전형적인   같은느낌이었지,KIA
요즘 인터넷문화가 역대급     노잼이지않냐,KIA
그거아냐    요즘 숒츠랑 유툽에 갑자기 도영이 힘들때,KIA
짭찬  억  꼴데 조던   억 똥칰,KIA
남을 생각 있는 애들은 에이전트 상관 없는게 맞네,KIA
대정효 광주 남았노     ,KIA
사람 한명이 집단을 얼마나 망칠수 있는지 알려주네,KIA
도영이 누나들도 달리기 빠르냐 ,KIA
이정효는 전북으로 간다더만 잔류떳네,KIA
타팀팬의 이간질에 천군만마의 응원군을 얻는 그들,KIA
미국 언론 매체  김혜성에 대해 더 이상 언급을 하지 않고 있다  ,KIA
요즘 다시 느끼는건데 같은팀이라고해서 사이가 전부다 좋을수는 없는거구나,KIA
야잘알들은 내년에 해어졌어영   임마 도약시즌인 거 안다,KIA
   억 쓴다   ,KIA
그 대구짝팀은 우리 광주기아타이거즈에 열등감으로 사무쳤지,KIA
엄준현 왤케 귀엽냐     ,KIA
어차피 찬호 갈데 없어서 기아 종신임,KIA
솔직히 둘 중에 주장감 고르자고 하면,KIA
난 용규가  번타자로 나와서 상대투수투구수   구씩 늘려주는거,KIA
그리고 이용규 나비효과의 최대 영향을끼친 부분,KIA
이용규 나비효과 최종결말,KIA
이용규는 광갈없 시전 안하고 잔류했으면 영결급으로 빨렸어,KIA
임기영 그래도 속이 구린사람은 아니네 솔직하게 할말하고 잡아달라고 했네,KIA
박찬호가 레거시 미디어 뿐 아니라 유튜브 출연이라도 섭외는 있냐 ,KIA
근데 현식이 잔류의지 이런건 왜나온거냐,KIA
내년 가장 큰 문제는 짭을 아무도 안 사갈거 같다는 거임,KIA
기영이 인터뷰보면 갸에 남고싶고 애정이있는선수는 이럴거라는거,KIA
얘는 지가 무슨말 하는지 알고 있을까 ,KIA
기영이 삐진거 맞았네,KIA
아 근데 짭찬글도 지겹다,KIA
짭견들아 웃어,KIA
팩트  짭이    억을 받든    억을 받든 관심 없음,KIA
짭맘들 역대급으로 야구판에서 나대는데,KIA
근데 구단이 짭 잡을 생각이면  급 만들면 안됐지 않아 ,KIA
박찬호       준다는데 니들이 왜 배아프냐 ,KIA
진짜 찬호는 방송 불러주는 곳이 없네,KIA
찬호 아빠 아직도 갸갤 하냐 ,KIA
애기한테 저렇게 빡쎄게 구는 이유가 뭔데  ,KIA
박찬호가 다른팀가서 기아   팼으면 좋겠다,KIA
남태령 시위꾼들 지령 내린 증거 포착    ,KIA
박찬호는 강암울급 계약 아니면 내보내는게 맞다,KIA
소신  광주일보 먼저 고소해야 함,KIA
짭찬 막상 타팀 가면 서운할듯,KIA
고소하는건 좋은데 고소할 글 아닌 글에도 호통치는건 좀,KIA
파도파도 끝이없네 얘는         ,KIA
짭찬의 돈돈돈 모음    ,KIA
이강철 홍현우 이현곤 이용규 송은범 장현식 안치홍도 안잡은팀인데,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
큰때눈물좔좔  ,KIA
여시 집착하는 솩통피 ,KIA
김도영과 박찬호,KIA
전타갤 병신년들은 고소미좀 쳐먹어야됨   ,KIA
아 벤클 함 걸어야되나 존나 맘에 안드는글 많네,KIA
퉁 내년에 선발로 몇 경기 정도 나올 수 있을까,KIA
나같으면 본인 이미지 나락 만든 펨코 단톡방부터 고소함,KIA
쥐  목요일날 김도영 인터뷰함,KIA
김도영이 좋아하는 아이돌,KIA
갸티비      신인 밸런스게임,KIA
팩트  박찬호는 범두 이전에 어릴때 대구 정전구장에서 야구보던,KIA
   제발 고소 좀 해라  ,KIA
큰때좔좔어머니회 또 고소 타령하라고 지령받았노,KIA
나처럼 날조없이 담백한 팩트를 가지고 까야지,KIA
진짜 곧 고소 뜰거 같음 근데   ,KIA
박찬호    잡는 이유,KIA
 년동안        인 선수를 고액으로 잡아달라는 병신년들,KIA
어릴때 두산 좋아하던 애가 어떻게 프차임 ,KIA
짭 광주일보 인터뷰를 보고도 나비할 수 있을거라 생각함 ,KIA
조던 짭찬 둘 다 오버페이하면서 남길 클래스는 아닌데,KIA
프랜차이즈  경상도 대구출생  어릴적 삼린이 ,KIA
올시즌 기아타이거즈 최고의 홈런,KIA
          각 팀                ,KIA
여기는 짭 아니면 할 얘기가 그리 없냐 ,KIA
타이거즈 역대 최고의  번은 누구냐,KIA
박찬호 프랜차이즈 맞는데  ,KIA
남태령 트랙터 농민들이 아니라며     ,KIA
장현식은 쥐전드다,KIA
짭 에고쎈넘이라 절대 싼값에 잔류는 안하지,KIA
박찬호 선수님 이거 뭐죠 ,KIA
비호감팀 여론조사   ,KIA
 루  천이닝이면 전문  루수지,KIA
통산         인 프차가 어딨냐 병신짭맘년들아,KIA
호감팀 여론조사   ,KIA
짭 까시는 아줌마들 결혼은 하심 ,KIA
박찬호선수님 제가 팬으로써 꿀팁 하나 드립니다 ,KIA
야구만 못해서 이정도로 욕먹는게 아님 이건 정확히 해야함,KIA
임찬규 처제가 에이핑크 손나은이네      ,KIA
박찬호는 그냥 인간이 싫어서 욕먹는거라니까 ,KIA
내가 한창 야구보던      년도에는 짭찬 조용했는데,KIA
찬호야 혹시 갸갤 보니    ,KIA
짭 조던이랑 대인이도 결혼을하는데 왜 존잘에 유머남 군산갑은 못가는거냐,KIA
천민 기준이 몇 번이냐 ,KIA
 도현 원준 도영 즈덤 성범 형우 선빈 준수 찬호,KIA
야구를 십몇년보고자랐지만 이렇게 팀팬들이 대놓고 싫어하는거,KIA
찬호 국대가서 리드오프 유격수 했으면 더 망했을 듯,KIA
짭찬이  차  번이었으면 이렇게 까였을까  ,KIA
현장평가는 좋은데 국대는 못 간다  ,KIA
집에서 촬영하는데 당연히 누나가 나와야지,KIA
나를봐이야이야 호 한화 박찬호,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
루켓단은 외부에서 보는거랑 현장평가랑 다르다는데 현장평가를 어케아는거임,KIA
검색어에 짭 검색하면 미어터지네     ,KIA
고효준 영입 괜찮을 듯,KIA
늅  진짜 궁금해서 그러는데 찬호는 왜 욕먹는거임 ,KIA
일당백으로 움직이네,KIA
갸창기 시그널 떴냐   ,KIA
돡  우리 내년 대형퐈 노릴려고 허경민 김강률 버린거래,KIA
뭐 짭찬이 결혼 잘하긴 한듯,KIA
올시즌 갸창기 뒤로 홈런 많이쳤네,KIA
돡  우린 내년에 외부퐈 노릴듯 이승엽 내년 마지막 이고,KIA
갸창기 맨날숨어서 갸응원가부르는거,KIA
짭조던버리고 갸창기잡으면 갓재학임,KIA
임기영인텁보니 혐식이는 그냥 가고싶었던거네,KIA
초대코드                    원           ,KIA
기영아 내년에는 꼭 코시 가서 엔트리에도 들자,KIA
정해영 근황,KIA
난 이재명사건보면서 느낌,KIA
칩 올해 성적 자체가 플루크 아니었냐,KIA
리키 핸더슨 사망       ,KIA
올해 드라이브라인은 누구누구 가냐  소식 나온 것 없음 ,KIA
쥐   군 타자 유망주랑  라 줄테니까 전상현이랑,KIA
한독수 총리 뒷통수는 왜 납작한거냐,KIA
이 기사 보닌깐 짭찬이 도영  도현 사진 설정같이 보이노 ,KIA
화이트삭스  혁명적 선수팔이  내년에도 치욕적 기록 세울 듯 ,KIA
진지하게 박찬호 중견수 해볼 만한 거 아니냐 ,KIA
큰때때는 우리가 지켜주자 갸갤러들아 ,KIA
나  영어 만 잘하는데   혹시 먹고살 방법 없어      ,KIA
대한민국의 마지막 희망 이재명,KIA
여동생 심리좀,KIA
신재명,KIA
     대도 한글타자     나오는 사람 흔해  ,KIA
서건창,KIA
윈터안닮았다,KIA
쥐 김진성도 옛날엔 잘하는 투수였음 ,KIA
이제 슬슬 알려지네   ,KIA
최원준은  년   억부터 시작이다,KIA
다시 일어나  박찬호 호  롯데 박찬호,KIA
최형우는 조건이 안되는데 은퇴식 해주냐,KIA
디시는    반골이네   손흥민 뉴진스 윤석열 페이커 까네,KIA
나성범 가족 근황,KIA
요즘 짭맘들이 재밌는 이유,KIA
아니 임기영 잔류했는데 최민식 아직도있냐 ,KIA
팩트는  라 판거는 박찬호 무조건 잡겠다는거임,KIA
서건창  년  억 확정,KIA
짭 갸갤 볼까 ,KIA
서교수도 결국엔 재계약할듯,KIA
박찬호 비   다년계약     ,KIA
   계약한 임기영  싸트 삼성 간다     ,KIA
경상도의 미래,KIA
통피로 저격하면   인거 아는데     로 시작되는것들은,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
타이거즈의 미래,KIA
도도찬     전라도의 미래들에 경상도 뿌리기가 말이 되냐 ,KIA
아직도   세기가 오지않은 대구경북    ,KIA
고닉 진현기님 왜 짭을 싫어하긴요,KIA
   라고는 못하고  다는 애들이랑 같이 갤질하는 기분이 어떠냐,KIA
스캠 같은데서 한번도 같이 있는 꼬라지를 못 봤는데 도도찬    ,KIA
칩형우    갸형우,KIA
짭맘들은 짭이 프차라는 생각을 가지고 있는게 웃김,KIA
   비호감이네       ,KIA
니들은  박찬호 왜이리 싫어하냐,KIA
와 이거로 오만원 바로받았다뭐냐  ,KIA
임기영 서건창 결혼했는데   망해서 불쌍하다고 생각했는데,KIA
진짜 웃기네,KIA
지금 짱개들이 빡돌아서 분탕치는 이유    ,KIA
그 새끼 얘기 자체를 안 하면 안되냐 ,KIA
페퍼저축은행 약팀이냐 ,KIA
서건창 누적연봉   억가까이되네,KIA
큰때때크루 보고가,KIA
서건창이 구단 제시액에 만족 못한다잖아,KIA
전상현 이준영 배구장에 있음,KIA
서건창 잡으면 심재학 찾아간다,KIA
짭찬 에고쎈넘이라 불쌍한 취급 받는거 싫어한다,KIA
임기영정도면 부족함없이 잘 사냐 ,KIA
내년에 짭 수요가 있을까 ,KIA
도규 나혼산 생각보다 재밌더라,KIA
 윤 대통령  최상목 경제부총리 하달 문건서  국회 운영비 끊어라,KIA
짭맘들 까라하고 여기 저지능 분탕새끼글보고,KIA
박정우 별명은 뭐임,KIA
도영이 누나 인스타에도 보내고 왔다,KIA
루케테들 짭 꼴데가면 윤동희 나승엽 정신적 지주 만들거야,KIA
큰때때는 짭맘년들이 먼저 쓴건데 왜 쓰면 안되는지 ,KIA
패트릭위즈덤 딱봐도 망삘인데 데려와야 하냐  ,KIA
신도영      성적 예측,KIA
짭맘이 누나들 깐 거 증거 나옴    진심 궁금해서 ,KIA
루케테 그동안 패악질이 말도못하게 심해서 타팀팬들도 다아는수준이고,KIA
차노 비방글 싹 다 피뎁 따놨습니다,KIA
꼴찬호 콱찬호 범찬호 똥찬호 갓맙다 와도 행복할 갸붕이들은 개추,KIA
찬호야 년  억받고 야구 열심히해라,KIA
근데 최원준은 필수로 잡는거임 ,KIA
짭 타팀가서도 말 쉽게할 수 있나,KIA
짭맘이 멍청한 게 지칭하고 욕하는거임  ,KIA
박찬호  년   억 계약 체결  기아 말고 다른팀 생각한 적 없어  ,KIA
 황 엣         압늊릇블릿엔큗벰,KIA
칩  곽도규랑 내년  라  라 전격 틀드 합의,KIA
야구팬이면 서로 가족은 건들지말자,KIA
짭맘 기습시위하면 악영향 아니냐,KIA
찬호 적당히   억정도 챙겨줄듯,KIA
짭맘들 가족으로 피코질 할 때 누나들 깐 거 올리면 되겠네,KIA
타  너네 왤케 짭찬 싫어함    이유가 뭐임 정리좀,KIA
오늘따라 개병신 존나 많네,KIA
    년 가장 기억에 남는 인터넷 이슈는 ,KIA
별 미친 소리가 다 나오는구나,KIA
